beds,baths,size,size_units,lot_size,lot_size_units,zip_code,latitudes,longitudes,price
3,1.0,1660.0,sqft,4349.0,sqft,98115,47.6849,-122.2968,749900.0
5,3.5,3310.0,sqft,6328.0,sqft,98115,47.6849,-122.2968,1575000.0
4,2.0,1770.0,sqft,3920.0,sqft,98115,47.6849,-122.2968,1425000.0
2,2.0,1187.0,sqft,1093.0,sqft,98115,47.6849,-122.2968,750000.0
4,2.0,2634.0,sqft,7475.0,sqft,98115,47.6849,-122.2968,1500000.0
4,2.5,2474.0,sqft,2970.0,sqft,98115,47.6849,-122.2968,1725000.0
4,5.5,2867.0,sqft,4983.0,sqft,98115,47.6849,-122.2968,1750000.0
2,1.0,1350.0,sqft,6600.0,sqft,98115,47.6849,-122.2968,799950.0
2,2.0,1225.0,sqft,960.0,sqft,98115,47.6849,-122.2968,725000.0
4,3.0,2380.0,sqft,4635.0,sqft,98115,47.6849,-122.2968,1399999.0
3,3.0,1550.0,sqft,1400.0,sqft,98115,47.6849,-122.2968,950000.0
3,2.0,1840.0,sqft,3432.0,sqft,98115,47.6849,-122.2968,865000.0
4,2.0,2910.0,sqft,8360.0,sqft,98115,47.6849,-122.2968,1400000.0
4,2.0,2340.0,sqft,7500.0,sqft,98115,47.6849,-122.2968,925000.0
4,3.0,2600.0,sqft,6840.0,sqft,98115,47.6849,-122.2968,1750000.0
1,1.0,677.0,sqft,0.68,acre,98115,47.6849,-122.2968,270000.0
2,2.0,850.0,sqft,6120.0,sqft,98115,47.6849,-122.2968,889900.0
3,1.5,1630.0,sqft,6615.0,sqft,98115,47.6849,-122.2968,895000.0
4,3.5,2910.0,sqft,3491.0,sqft,98115,47.6849,-122.2968,2325000.0
3,3.0,1540.0,sqft,1044.0,sqft,98115,47.6849,-122.2968,800000.0
1,1.0,750.0,sqft,5750.0,sqft,98116,47.5746,-122.3934,725000.0
4,3.5,2285.0,sqft,1792.0,sqft,98116,47.5746,-122.3934,1500000.0
4,3.0,2668.0,sqft,5589.0,sqft,98116,47.5746,-122.3934,1213000.0
2,2.0,875.0,sqft,901.0,sqft,98116,47.5746,-122.3934,656500.0
5,3.0,3060.0,sqft,6250.0,sqft,98116,47.5746,-122.3934,950000.0
3,2.0,1720.0,sqft,6720.0,sqft,98116,47.5746,-122.3934,869000.0
2,2.0,2353.0,sqft,8750.0,sqft,98116,47.5746,-122.3934,1160000.0
4,1.5,2080.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,950000.0
9,4.0,3800.0,sqft,6000.0,sqft,98116,47.5746,-122.3934,1343000.0
3,1.0,1220.0,sqft,5850.0,sqft,98116,47.5746,-122.3934,680000.0
2,1.0,1760.0,sqft,4625.0,sqft,98116,47.5746,-122.3934,715000.0
3,2.0,1520.0,sqft,2185.0,sqft,98116,47.5746,-122.3934,916500.0
3,2.0,1516.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,1150000.0
3,2.5,4240.0,sqft,9487.0,sqft,98116,47.5746,-122.3934,2725000.0
2,2.0,1390.0,sqft,8509.0,sqft,98116,47.5746,-122.3934,954500.0
2,1.0,1240.0,sqft,4317.0,sqft,98116,47.5746,-122.3934,656500.0
4,3.0,1810.0,sqft,5850.0,sqft,98116,47.5746,-122.3934,1118000.0
3,2.5,2080.0,sqft,5160.0,sqft,98116,47.5746,-122.3934,1200000.0
3,2.0,1580.0,sqft,5040.0,sqft,98116,47.5746,-122.3934,1000000.0
3,2.5,2320.0,sqft,4400.0,sqft,98116,47.5746,-122.3934,949000.0
3,2.0,2100.0,sqft,5750.0,sqft,98116,47.5746,-122.3934,1325000.0
2,2.0,875.0,sqft,898.0,sqft,98116,47.5746,-122.3934,625000.0
2,1.0,1000.0,sqft,4640.0,sqft,98116,47.5746,-122.3934,793000.0
2,4.0,1291.0,sqft,1361.0,sqft,98116,47.5746,-122.3934,800500.0
2,2.0,1371.0,sqft,5480.0,sqft,98116,47.5746,-122.3934,1295000.0
3,3.0,1180.0,sqft,1003.0,sqft,98116,47.5746,-122.3934,729000.0
3,2.0,1209.0,sqft,752.0,sqft,98116,47.5746,-122.3934,725000.0
1,1.0,776.0,sqft,1.09,acre,98116,47.5746,-122.3934,515000.0
3,2.0,1460.0,sqft,1554.0,sqft,98116,47.5746,-122.3934,759000.0
1,2.0,1250.0,sqft,5183.0,sqft,98116,47.5746,-122.3934,160000.0
3,2.5,1395.0,sqft,1418.0,sqft,98116,47.5746,-122.3934,725000.0
2,2.0,1146.0,sqft,1.0,acre,98116,47.5746,-122.3934,675000.0
3,2.5,2150.0,sqft,0.32,acre,98116,47.5746,-122.3934,1360000.0
4,3.0,3320.0,sqft,5750.0,sqft,98116,47.5746,-122.3934,750000.0
2,1.0,970.0,sqft,5130.0,sqft,98116,47.5746,-122.3934,600000.0
3,2.0,1080.0,sqft,5750.0,sqft,98116,47.5746,-122.3934,875000.0
5,3.0,3820.0,sqft,7980.0,sqft,98116,47.5746,-122.3934,1575000.0
2,1.5,1320.0,sqft,6080.0,sqft,98116,47.5746,-122.3934,810000.0
3,2.5,3560.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,1575000.0
5,3.5,4060.0,sqft,3400.0,sqft,98116,47.5746,-122.3934,2888000.0
4,3.5,3815.0,sqft,3960.0,sqft,98116,47.5746,-122.3934,2895000.0
2,2.0,840.0,sqft,1452.0,sqft,98116,47.5746,-122.3934,645000.0
3,1.0,2280.0,sqft,6900.0,sqft,98116,47.5746,-122.3934,1005000.0
1,1.0,706.0,sqft,0.46,acre,98116,47.5746,-122.3934,520000.0
3,2.5,1550.0,sqft,7089.0,sqft,98116,47.5746,-122.3934,1350000.0
3,2.0,1480.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,780000.0
2,2.0,1131.0,sqft,6018.0,sqft,98116,47.5746,-122.3934,575000.0
3,2.5,1830.0,sqft,1175.0,sqft,98116,47.5746,-122.3934,960000.0
4,3.5,4002.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,2100000.0
3,2.0,1759.0,sqft,1188.0,sqft,98116,47.5746,-122.3934,890000.0
2,2.5,1305.0,sqft,2044.0,sqft,98116,47.5746,-122.3934,770000.0
4,2.0,2100.0,sqft,3600.0,sqft,98116,47.5746,-122.3934,1225000.0
2,2.0,886.0,sqft,1037.0,sqft,98116,47.5746,-122.3934,660000.0
2,1.5,770.0,sqft,850.0,sqft,98116,47.5746,-122.3934,550000.0
4,2.0,1460.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,787500.0
2,1.0,860.0,sqft,6678.0,sqft,98116,47.5746,-122.3934,750000.0
2,2.0,1720.0,sqft,5000.0,sqft,98116,47.5746,-122.3934,985000.0
2,2.0,1038.0,sqft,0.33,acre,98116,47.5746,-122.3934,600000.0
2,2.0,1346.0,sqft,0.53,acre,98116,47.5746,-122.3934,800000.0
2,2.5,1884.0,sqft,0.27,acre,98116,47.5746,-122.3934,925000.0
4,2.0,1630.0,sqft,4982.0,sqft,98116,47.5746,-122.3934,942000.0
4,2.5,2560.0,sqft,6582.0,sqft,98116,47.5746,-122.3934,1712000.0
3,2.0,1390.0,sqft,6656.0,sqft,98116,47.5746,-122.3934,899950.0
3,3.5,1240.0,sqft,1164.0,sqft,98116,47.5746,-122.3934,690000.0
4,3.5,2015.0,sqft,1886.0,sqft,98116,47.5746,-122.3934,1240000.0
4,2.0,2080.0,sqft,5250.0,sqft,98116,47.5746,-122.3934,1098000.0
3,2.0,1560.0,sqft,5056.0,sqft,98116,47.5746,-122.3934,965000.0
2,2.0,2170.0,sqft,5250.0,sqft,98116,47.5746,-122.3934,893000.0
2,1.5,1000.0,sqft,1000.0,sqft,98117,47.6873,-122.3772,640000.0
3,1.0,1340.0,sqft,6223.0,sqft,98117,47.6873,-122.3772,765000.0
3,1.5,2160.0,sqft,5080.0,sqft,98117,47.6873,-122.3772,915000.0
2,2.5,1710.0,sqft,962.0,sqft,98117,47.6873,-122.3772,875000.0
3,2.0,1800.0,sqft,3172.0,sqft,98117,47.6873,-122.3772,1130000.0
3,3.0,2040.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,1000000.0
2,2.0,1350.0,sqft,4590.0,sqft,98117,47.6873,-122.3772,960000.0
3,2.0,1620.0,sqft,3840.0,sqft,98117,47.6873,-122.3772,675000.0
3,2.5,1320.0,sqft,1396.0,sqft,98117,47.6873,-122.3772,835000.0
2,2.5,1560.0,sqft,1263.0,sqft,98117,47.6873,-122.3772,730000.0
3,3.5,2010.0,sqft,2208.0,sqft,98117,47.6873,-122.3772,1111111.0
3,2.0,1548.0,sqft,1139.0,sqft,98117,47.6873,-122.3772,850000.0
5,3.0,3590.0,sqft,6900.0,sqft,98117,47.6873,-122.3772,1700000.0
4,4.0,2550.0,sqft,5300.0,sqft,98117,47.6873,-122.3772,1550000.0
4,1.0,1530.0,sqft,6250.0,sqft,98117,47.6873,-122.3772,740000.0
5,3.0,2820.0,sqft,7707.0,sqft,98117,47.6873,-122.3772,1550000.0
4,2.5,1880.0,sqft,3300.0,sqft,98117,47.6873,-122.3772,1050000.0
3,1.5,2230.0,sqft,3500.0,sqft,98117,47.6873,-122.3772,1075000.0
3,2.5,1370.0,sqft,982.0,sqft,98117,47.6873,-122.3772,699500.0
3,2.0,2020.0,sqft,6397.0,sqft,98117,47.6873,-122.3772,840000.0
2,1.0,720.0,sqft,6693.0,sqft,98117,47.6873,-122.3772,545000.0
4,2.0,2600.0,sqft,4224.0,sqft,98117,47.6873,-122.3772,1098500.0
4,1.0,2080.0,sqft,4845.0,sqft,98117,47.6873,-122.3772,800000.0
5,3.0,2970.0,sqft,5250.0,sqft,98117,47.6873,-122.3772,1225000.0
3,2.5,1718.0,sqft,1268.0,sqft,98117,47.6873,-122.3772,900000.0
4,3.0,2040.0,sqft,5000.0,sqft,98117,47.6873,-122.3772,1410000.0
3,1.0,1270.0,sqft,7140.0,sqft,98117,47.6873,-122.3772,1050000.0
5,3.0,2480.0,sqft,5100.0,sqft,98117,47.6873,-122.3772,1135000.0
2,1.0,1520.0,sqft,4250.0,sqft,98117,47.6873,-122.3772,820000.0
3,2.0,1840.0,sqft,3880.0,sqft,98117,47.6873,-122.3772,959630.0
2,2.5,1040.0,sqft,990.0,sqft,98117,47.6873,-122.3772,705000.0
9,5.0,3590.0,sqft,4680.0,sqft,98117,47.6873,-122.3772,1100400.0
3,2.0,1455.0,sqft,1.0,acre,98117,47.6873,-122.3772,959822.0
4,3.0,1620.0,sqft,3380.0,sqft,98117,47.6873,-122.3772,950000.0
3,3.5,1410.0,sqft,1478.0,sqft,98117,47.6873,-122.3772,740000.0
4,1.0,1340.0,sqft,3825.0,sqft,98117,47.6873,-122.3772,875000.0
3,2.5,1260.0,sqft,1252.0,sqft,98117,47.6873,-122.3772,750000.0
4,1.5,3200.0,sqft,5508.0,sqft,98117,47.6873,-122.3772,1290000.0
2,1.0,1480.0,sqft,6734.0,sqft,98117,47.6873,-122.3772,905000.0
4,2.5,1544.0,sqft,2352.0,sqft,98117,47.6873,-122.3772,850000.0
3,2.5,1763.0,sqft,2498.0,sqft,98117,47.6873,-122.3772,1135000.0
2,2.5,1250.0,sqft,1027.0,sqft,98117,47.6873,-122.3772,725000.0
5,2.0,2420.0,sqft,4080.0,sqft,98117,47.6873,-122.3772,960000.0
3,3.5,1530.0,sqft,3000.0,sqft,98117,47.6873,-122.3772,1089000.0
3,2.0,1996.0,sqft,4656.0,sqft,98117,47.6873,-122.3772,986500.0
3,2.5,2740.0,sqft,4800.0,sqft,98117,47.6873,-122.3772,1375000.0
3,2.0,1425.0,sqft,759.0,sqft,98117,47.6873,-122.3772,750000.0
3,2.0,2120.0,sqft,6009.0,sqft,98117,47.6873,-122.3772,1345000.0
3,3.5,1840.0,sqft,1312.0,sqft,98117,47.6873,-122.3772,1025000.0
3,2.0,1096.0,sqft,1.0,acre,98117,47.6873,-122.3772,875000.0
3,2.0,1600.0,sqft,8640.0,sqft,98117,47.6873,-122.3772,877500.0
3,1.0,1050.0,sqft,4080.0,sqft,98117,47.6873,-122.3772,835000.0
1,1.0,690.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,560000.0
5,3.0,3070.0,sqft,3400.0,sqft,98117,47.6873,-122.3772,1450000.0
4,5.0,2390.0,sqft,6156.0,sqft,98117,47.6873,-122.3772,1500000.0
3,1.5,1570.0,sqft,3880.0,sqft,98117,47.6873,-122.3772,975000.0
3,2.5,1870.0,sqft,837.0,sqft,98117,47.6873,-122.3772,890000.0
3,3.0,1480.0,sqft,9127.0,sqft,98117,47.6873,-122.3772,729000.0
4,2.0,1810.0,sqft,5100.0,sqft,98117,47.6873,-122.3772,945000.0
3,3.0,1660.0,sqft,7650.0,sqft,98117,47.6873,-122.3772,1200000.0
4,2.5,3080.0,sqft,0.3,acre,98117,47.6873,-122.3772,1650000.0
3,1.0,1060.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,1125000.0
5,2.0,2260.0,sqft,3848.0,sqft,98117,47.6873,-122.3772,865000.0
3,3.0,2462.0,sqft,2272.0,sqft,98117,47.6873,-122.3772,915000.0
4,2.0,1800.0,sqft,7455.0,sqft,98117,47.6873,-122.3772,1100000.0
3,1.0,2130.0,sqft,3710.0,sqft,98117,47.6873,-122.3772,850000.0
4,1.5,2380.0,sqft,5500.0,sqft,98117,47.6873,-122.3772,937000.0
3,2.0,1560.0,sqft,2400.0,sqft,98117,47.6873,-122.3772,1180000.0
2,1.0,830.0,sqft,1980.0,sqft,98117,47.6873,-122.3772,450000.0
3,2.5,2220.0,sqft,3060.0,sqft,98117,47.6873,-122.3772,1167500.0
3,1.5,998.0,sqft,904.0,sqft,98117,47.6873,-122.3772,610000.0
4,2.0,1710.0,sqft,3250.0,sqft,98117,47.6873,-122.3772,1170000.0
4,2.5,1544.0,sqft,1562.0,sqft,98117,47.6873,-122.3772,889000.0
2,1.0,910.0,sqft,4800.0,sqft,98117,47.6873,-122.3772,825000.0
2,2.5,1411.0,sqft,1201.0,sqft,98117,47.6873,-122.3772,830000.0
3,2.0,2630.0,sqft,9702.0,sqft,98117,47.6873,-122.3772,1290000.0
4,3.5,2600.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,1950000.0
3,2.5,1060.0,sqft,1124.0,sqft,98117,47.6873,-122.3772,765000.0
3,2.0,1460.0,sqft,4590.0,sqft,98117,47.6873,-122.3772,888000.0
3,3.0,1250.0,sqft,6350.0,sqft,98117,47.6873,-122.3772,815000.0
3,1.0,1920.0,sqft,9399.0,sqft,98117,47.6873,-122.3772,725000.0
3,2.0,1560.0,sqft,1170.0,sqft,98117,47.6873,-122.3772,920000.0
4,3.5,3057.0,sqft,7650.0,sqft,98117,47.6873,-122.3772,1800000.0
3,3.0,1450.0,sqft,525.0,sqft,98117,47.6873,-122.3772,750000.0
4,3.0,1780.0,sqft,5005.0,sqft,98117,47.6873,-122.3772,1184000.0
2,2.5,1169.0,sqft,1092.0,sqft,98117,47.6873,-122.3772,615000.0
3,1.5,1240.0,sqft,5000.0,sqft,98117,47.6873,-122.3772,850000.0
4,3.5,2031.0,sqft,1.0,acre,98117,47.6873,-122.3772,1480000.0
3,2.5,2500.0,sqft,4305.0,sqft,98117,47.6873,-122.3772,1685000.0
4,2.0,1780.0,sqft,5000.0,sqft,98117,47.6873,-122.3772,1181500.0
3,2.5,2600.0,sqft,5100.0,sqft,98117,47.6873,-122.3772,1148000.0
4,2.5,2240.0,sqft,5229.0,sqft,98117,47.6873,-122.3772,1050000.0
3,1.0,1380.0,sqft,4080.0,sqft,98117,47.6873,-122.3772,890000.0
3,2.0,1422.0,sqft,1405.0,sqft,98117,47.6873,-122.3772,780000.0
3,2.0,1096.0,sqft,1.0,acre,98117,47.6873,-122.3772,874500.0
3,2.0,2020.0,sqft,5525.0,sqft,98117,47.6873,-122.3772,1625000.0
3,2.5,1790.0,sqft,1600.0,sqft,98117,47.6873,-122.3772,1050000.0
2,2.0,950.0,sqft,1308.0,sqft,98117,47.6873,-122.3772,705000.0
3,1.5,1420.0,sqft,6009.0,sqft,98117,47.6873,-122.3772,980000.0
6,3.5,3785.0,sqft,5150.0,sqft,98117,47.6873,-122.3772,3150000.0
4,2.0,2820.0,sqft,4764.0,sqft,98117,47.6873,-122.3772,1441000.0
4,3.0,2660.0,sqft,5100.0,sqft,98117,47.6873,-122.3772,1360000.0
5,2.0,2920.0,sqft,7800.0,sqft,98117,47.6873,-122.3772,1359000.0
3,2.5,1763.0,sqft,2498.0,sqft,98117,47.6873,-122.3772,1125000.0
2,2.0,1164.0,sqft,8280.0,sqft,98117,47.6873,-122.3772,706474.0
2,3.0,1260.0,sqft,3920.0,sqft,98117,47.6873,-122.3772,770000.0
3,2.0,2180.0,sqft,3740.0,sqft,98117,47.6873,-122.3772,1012000.0
3,2.0,1684.0,sqft,1395.0,sqft,98117,47.6873,-122.3772,870000.0
3,2.0,1590.0,sqft,2500.0,sqft,98117,47.6873,-122.3772,880000.0
2,1.0,700.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,800000.0
3,1.0,1070.0,sqft,3840.0,sqft,98117,47.6873,-122.3772,575000.0
5,4.5,3370.0,sqft,5100.0,sqft,98117,47.6873,-122.3772,1975000.0
3,2.5,1712.0,sqft,1215.0,sqft,98117,47.6873,-122.3772,910000.0
2,1.5,1670.0,sqft,5500.0,sqft,98117,47.6873,-122.3772,1025000.0
2,1.0,1422.0,sqft,3399.0,sqft,98117,47.6873,-122.3772,715000.0
5,4.0,2447.0,sqft,3100.0,sqft,98117,47.6873,-122.3772,1500000.0
3,2.5,2080.0,sqft,9880.0,sqft,98117,47.6873,-122.3772,977000.0
3,1.5,1720.0,sqft,3825.0,sqft,98117,47.6873,-122.3772,825000.0
2,2.5,1043.0,sqft,990.0,sqft,98117,47.6873,-122.3772,690000.0
3,3.5,1460.0,sqft,1200.0,sqft,98117,47.6873,-122.3772,740000.0
2,2.0,1199.0,sqft,1.06,acre,98117,47.6873,-122.3772,375000.0
2,2.0,1163.0,sqft,583.0,sqft,98117,47.6873,-122.3772,648800.0
3,2.5,2304.0,sqft,5000.0,sqft,98117,47.6873,-122.3772,1100000.0
2,1.0,910.0,sqft,2000.0,sqft,98117,47.6873,-122.3772,800000.0
4,2.0,1820.0,sqft,5600.0,sqft,98117,47.6873,-122.3772,760000.0
4,2.0,2100.0,sqft,4864.0,sqft,98117,47.6873,-122.3772,950000.0
4,3.0,1680.0,sqft,3080.0,sqft,98117,47.6873,-122.3772,905000.0
2,2.0,1140.0,sqft,2550.0,sqft,98117,47.6873,-122.3772,590000.0
3,2.5,1670.0,sqft,1687.0,sqft,98117,47.6873,-122.3772,865000.0
4,2.5,2500.0,sqft,4046.0,sqft,98117,47.6873,-122.3772,1295000.0
3,2.0,1400.0,sqft,1281.0,sqft,98117,47.6873,-122.3772,780000.0
3,2.0,2164.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,800000.0
3,3.0,2360.0,sqft,6600.0,sqft,98117,47.6873,-122.3772,1775000.0
3,2.0,1240.0,sqft,5400.0,sqft,98117,47.6873,-122.3772,705000.0
3,2.0,3140.0,sqft,5000.0,sqft,98117,47.6873,-122.3772,1219700.0
2,2.0,1240.0,sqft,583.0,sqft,98117,47.6873,-122.3772,710000.0
3,2.0,1482.0,sqft,1085.0,sqft,98117,47.6873,-122.3772,919000.0
3,2.0,1590.0,sqft,910.0,sqft,98117,47.6873,-122.3772,910000.0
4,3.5,1989.0,sqft,1607.0,sqft,98117,47.6873,-122.3772,980000.0
3,1.5,2200.0,sqft,4800.0,sqft,98117,47.6873,-122.3772,860000.0
3,3.5,1370.0,sqft,982.0,sqft,98117,47.6873,-122.3772,699500.0
3,2.0,1425.0,sqft,729.0,sqft,98117,47.6873,-122.3772,759999.0
3,3.5,1470.0,sqft,1375.0,sqft,98117,47.6873,-122.3772,845000.0
4,3.0,1180.0,sqft,4650.0,sqft,98117,47.6873,-122.3772,956300.0
3,2.0,1520.0,sqft,4000.0,sqft,98117,47.6873,-122.3772,760000.0
3,2.0,1380.0,sqft,2909.0,sqft,98117,47.6873,-122.3772,800000.0
4,5.0,3660.0,sqft,0.29,acre,98118,47.5412,-122.275,2695000.0
3,1.0,1240.0,sqft,4842.0,sqft,98118,47.5412,-122.275,531000.0
2,1.0,1250.0,sqft,4500.0,sqft,98118,47.5412,-122.275,500000.0
4,1.0,1850.0,sqft,4500.0,sqft,98118,47.5412,-122.275,600000.0
2,1.0,1280.0,sqft,2690.0,sqft,98118,47.5412,-122.275,859000.0
3,1.0,1410.0,sqft,7080.0,sqft,98118,47.5412,-122.275,475000.0
4,2.0,1920.0,sqft,0.41,acre,98118,47.5412,-122.275,1210000.0
2,1.0,1720.0,sqft,5017.0,sqft,98118,47.5412,-122.275,575000.0
3,2.5,1563.0,sqft,1950.0,sqft,98118,47.5412,-122.275,839950.0
5,2.5,2180.0,sqft,4069.0,sqft,98118,47.5412,-122.275,1009975.0
3,2.5,2118.0,sqft,2466.0,sqft,98118,47.5412,-122.275,837000.0
3,2.0,1670.0,sqft,5400.0,sqft,98118,47.5412,-122.275,485000.0
5,2.0,1830.0,sqft,5220.0,sqft,98118,47.5412,-122.275,665000.0
2,2.5,1365.0,sqft,4.05,acre,98118,47.5412,-122.275,525000.0
4,2.5,1806.0,sqft,5000.0,sqft,98118,47.5412,-122.275,745000.0
3,3.0,2160.0,sqft,6710.0,sqft,98118,47.5412,-122.275,1300000.0
3,2.5,1220.0,sqft,1136.0,sqft,98118,47.5412,-122.275,618000.0
4,2.0,1480.0,sqft,6075.0,sqft,98118,47.5412,-122.275,665000.0
3,3.0,1660.0,sqft,625.0,sqft,98118,47.5412,-122.275,795000.0
4,2.0,1710.0,sqft,9660.0,sqft,98118,47.5412,-122.275,685000.0
5,3.0,2040.0,sqft,6180.0,sqft,98118,47.5412,-122.275,605000.0
4,4.5,5200.0,sqft,7653.0,sqft,98118,47.5412,-122.275,2600000.0
2,1.5,1260.0,sqft,3858.0,sqft,98118,47.5412,-122.275,715000.0
3,1.0,1000.0,sqft,5960.0,sqft,98118,47.5412,-122.275,710000.0
2,2.0,1220.0,sqft,755.0,sqft,98118,47.5412,-122.275,600000.0
1,3.0,1730.0,sqft,5500.0,sqft,98118,47.5412,-122.275,750000.0
4,2.0,1900.0,sqft,5350.0,sqft,98118,47.5412,-122.275,670000.0
2,2.0,980.0,sqft,3000.0,sqft,98118,47.5412,-122.275,849950.0
2,2.5,840.0,sqft,897.0,sqft,98118,47.5412,-122.275,612500.0
4,2.0,1530.0,sqft,8782.0,sqft,98118,47.5412,-122.275,645000.0
4,2.5,2320.0,sqft,5001.0,sqft,98118,47.5412,-122.275,820000.0
2,1.0,850.0,sqft,6000.0,sqft,98118,47.5412,-122.275,580000.0
3,3.5,1500.0,sqft,1274.0,sqft,98118,47.5412,-122.275,598800.0
3,1.5,2560.0,sqft,6150.0,sqft,98118,47.5412,-122.275,720000.0
2,1.0,1410.0,sqft,5000.0,sqft,98118,47.5412,-122.275,590000.0
4,2.0,1595.0,sqft,5500.0,sqft,98118,47.5412,-122.275,525000.0
2,1.5,1690.0,sqft,5027.0,sqft,98118,47.5412,-122.275,779000.0
5,2.0,1920.0,sqft,4173.0,sqft,98118,47.5412,-122.275,739000.0
5,1.5,2830.0,sqft,4000.0,sqft,98118,47.5412,-122.275,766000.0
2,1.0,1090.0,sqft,4500.0,sqft,98118,47.5412,-122.275,580000.0
5,4.0,2470.0,sqft,5000.0,sqft,98118,47.5412,-122.275,1005000.0
3,2.0,2060.0,sqft,3090.0,sqft,98118,47.5412,-122.275,700000.0
5,3.5,3820.0,sqft,7200.0,sqft,98118,47.5412,-122.275,1350000.0
2,1.0,840.0,sqft,8150.0,sqft,98118,47.5412,-122.275,495000.0
4,1.5,1940.0,sqft,8778.0,sqft,98118,47.5412,-122.275,520000.0
3,2.5,1940.0,sqft,2880.0,sqft,98118,47.5412,-122.275,1140000.0
2,1.0,1410.0,sqft,6180.0,sqft,98118,47.5412,-122.275,799000.0
4,3.0,2970.0,sqft,7350.0,sqft,98118,47.5412,-122.275,720000.0
3,2.5,1010.0,sqft,570.0,sqft,98118,47.5412,-122.275,615000.0
4,1.0,1150.0,sqft,5665.0,sqft,98118,47.5412,-122.275,575000.0
2,1.5,1060.0,sqft,5137.0,sqft,98118,47.5412,-122.275,530000.0
3,3.5,1450.0,sqft,1081.0,sqft,98118,47.5412,-122.275,580000.0
5,3.0,1900.0,sqft,8160.0,sqft,98118,47.5412,-122.275,895000.0
6,2.0,2230.0,sqft,5300.0,sqft,98118,47.5412,-122.275,700000.0
4,2.0,1720.0,sqft,4242.0,sqft,98118,47.5412,-122.275,705000.0
4,3.0,2240.0,sqft,8691.0,sqft,98118,47.5412,-122.275,625000.0
3,1.5,1350.0,sqft,2497.0,sqft,98118,47.5412,-122.275,599000.0
2,1.5,1480.0,sqft,6000.0,sqft,98118,47.5412,-122.275,948800.0
3,2.0,1700.0,sqft,3220.0,sqft,98118,47.5412,-122.275,999999.0
4,3.5,3840.0,sqft,0.32,acre,98118,47.5412,-122.275,1250000.0
5,3.0,2370.0,sqft,5292.0,sqft,98118,47.5412,-122.275,800000.0
5,3.0,3060.0,sqft,7006.0,sqft,98118,47.5412,-122.275,889000.0
1,1.0,820.0,sqft,5100.0,sqft,98118,47.5412,-122.275,530000.0
2,1.0,940.0,sqft,3300.0,sqft,98118,47.5412,-122.275,550000.0
6,3.0,2350.0,sqft,8800.0,sqft,98118,47.5412,-122.275,850000.0
2,1.0,1150.0,sqft,7425.0,sqft,98118,47.5412,-122.275,575000.0
3,1.0,3960.0,sqft,0.25,acre,98118,47.5412,-122.275,722500.0
5,3.5,2610.0,sqft,3623.0,sqft,98118,47.5412,-122.275,915000.0
2,1.5,1978.0,sqft,5000.0,sqft,98118,47.5412,-122.275,858000.0
3,1.5,1880.0,sqft,6194.0,sqft,98118,47.5412,-122.275,489000.0
2,1.0,780.0,sqft,8184.0,sqft,98118,47.5412,-122.275,675000.0
4,3.5,2670.0,sqft,3405.0,sqft,98118,47.5412,-122.275,1022700.0
3,1.0,1620.0,sqft,3000.0,sqft,98118,47.5412,-122.275,600000.0
2,1.0,1080.0,sqft,6000.0,sqft,98118,47.5412,-122.275,650000.0
2,2.0,1020.0,sqft,776.0,sqft,98118,47.5412,-122.275,605000.0
4,2.0,1641.0,sqft,6122.0,sqft,98118,47.5412,-122.275,538800.0
4,3.0,2200.0,sqft,5586.0,sqft,98118,47.5412,-122.275,874999.0
2,1.0,870.0,sqft,6554.0,sqft,98118,47.5412,-122.275,555000.0
6,4.0,3280.0,sqft,5650.0,sqft,98118,47.5412,-122.275,999950.0
2,1.0,820.0,sqft,5100.0,sqft,98118,47.5412,-122.275,490000.0
3,2.5,1820.0,sqft,4.05,acre,98118,47.5412,-122.275,690000.0
3,2.0,2437.0,sqft,6500.0,sqft,98118,47.5412,-122.275,1275000.0
3,2.0,1800.0,sqft,6180.0,sqft,98118,47.5412,-122.275,936000.0
4,2.5,3680.0,sqft,7000.0,sqft,98118,47.5412,-122.275,1880000.0
4,5.5,3530.0,sqft,0.44,acre,98118,47.5412,-122.275,1550000.0
2,2.0,3120.0,sqft,0.33,acre,98118,47.5412,-122.275,1050000.0
1,1.0,530.0,sqft,2500.0,sqft,98118,47.5412,-122.275,390800.0
4,3.5,2627.0,sqft,5150.0,sqft,98118,47.5412,-122.275,1650000.0
4,2.0,1470.0,sqft,4000.0,sqft,98118,47.5412,-122.275,460000.0
3,2.0,1770.0,sqft,5100.0,sqft,98118,47.5412,-122.275,660000.0
3,2.5,1820.0,sqft,1.0,acre,98118,47.5412,-122.275,690000.0
3,2.5,2570.0,sqft,0.28,acre,98118,47.5412,-122.275,1175000.0
