beds,baths,size,size_units,lot_size,lot_size_units,zip_code,latitudes,longitudes,price
3,2.0,1590.0,sqft,8937.0,sqft,98106,47.5344,-122.3547,720000.0
1,1.0,590.0,sqft,1549.0,sqft,98106,47.5344,-122.3547,435000.0
2,1.0,730.0,sqft,5150.0,sqft,98106,47.5344,-122.3547,545000.0
4,2.0,2240.0,sqft,5043.0,sqft,98106,47.5344,-122.3547,750000.0
3,2.5,1790.0,sqft,5761.0,sqft,98106,47.5344,-122.3547,590000.0
3,2.0,1640.0,sqft,5145.0,sqft,98106,47.5344,-122.3547,700000.0
3,2.0,1220.0,sqft,1.0,acre,98107,47.6701,-122.3763,824900.0
4,2.0,1680.0,sqft,2600.0,sqft,98107,47.6701,-122.3763,930000.0
3,3.0,1872.0,sqft,2475.0,sqft,98107,47.6701,-122.3763,1050000.0
1,1.0,522.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,325000.0
1,1.0,672.0,sqft,0.54,acre,98107,47.6701,-122.3763,464000.0
3,2.0,1490.0,sqft,1050.0,sqft,98107,47.6701,-122.3763,900000.0
3,2.5,1712.0,sqft,1514.0,sqft,98107,47.6701,-122.3763,970000.0
4,4.0,3360.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,1200000.0
3,2.0,1611.0,sqft,4648.0,sqft,98107,47.6701,-122.3763,915000.0
3,3.5,1846.0,sqft,2250.0,sqft,98107,47.6701,-122.3763,1170000.0
3,2.5,1330.0,sqft,936.0,sqft,98107,47.6701,-122.3763,819999.0
3,2.0,1514.0,sqft,990.0,sqft,98107,47.6701,-122.3763,915000.0
3,2.0,2130.0,sqft,4850.0,sqft,98107,47.6701,-122.3763,990200.0
4,3.0,1830.0,sqft,4000.0,sqft,98107,47.6701,-122.3763,1352000.0
2,2.0,1150.0,sqft,2462.0,sqft,98107,47.6701,-122.3763,725000.0
2,3.0,1300.0,sqft,915.0,sqft,98107,47.6701,-122.3763,780000.0
2,2.5,1088.0,sqft,5500.0,sqft,98107,47.6701,-122.3763,835000.0
2,2.0,1143.0,sqft,672.0,sqft,98107,47.6701,-122.3763,689900.0
3,2.5,1610.0,sqft,1690.0,sqft,98107,47.6701,-122.3763,895000.0
2,1.0,980.0,sqft,4100.0,sqft,98107,47.6701,-122.3763,863000.0
2,2.0,1144.0,sqft,4850.0,sqft,98107,47.6701,-122.3763,769950.0
5,3.0,3750.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,1580000.0
2,2.0,804.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,465600.0
2,2.0,789.0,sqft,0.27,acre,98107,47.6701,-122.3763,475000.0
4,2.0,2352.0,sqft,4000.0,sqft,98107,47.6701,-122.3763,1295000.0
4,2.5,1939.0,sqft,2499.0,sqft,98107,47.6701,-122.3763,1025000.0
3,1.5,1376.0,sqft,1169.0,sqft,98107,47.6701,-122.3763,780000.0
2,2.0,1319.0,sqft,794.0,sqft,98107,47.6701,-122.3763,838000.0
3,3.5,1670.0,sqft,905.0,sqft,98107,47.6701,-122.3763,1115000.0
2,2.0,1190.0,sqft,1.0,acre,98107,47.6701,-122.3763,740000.0
3,3.0,1410.0,sqft,826.0,sqft,98107,47.6701,-122.3763,865000.0
2,1.5,1115.0,sqft,745.0,sqft,98107,47.6701,-122.3763,745000.0
3,2.0,2260.0,sqft,3880.0,sqft,98107,47.6701,-122.3763,877000.0
4,3.0,2040.0,sqft,3783.0,sqft,98107,47.6701,-122.3763,950000.0
2,2.0,866.0,sqft,649.0,sqft,98107,47.6701,-122.3763,555000.0
2,2.5,950.0,sqft,1748.0,sqft,98107,47.6701,-122.3763,695000.0
2,2.0,1100.0,sqft,698.0,sqft,98107,47.6701,-122.3763,749000.0
2,4.5,1670.0,sqft,905.0,sqft,98107,47.6701,-122.3763,1115000.0
2,2.0,1420.0,sqft,1232.0,sqft,98107,47.6701,-122.3763,690000.0
3,3.5,2024.0,sqft,1694.0,sqft,98107,47.6701,-122.3763,1200000.0
2,2.5,1103.0,sqft,5500.0,sqft,98107,47.6701,-122.3763,780000.0
3,2.5,1346.0,sqft,1270.0,sqft,98107,47.6701,-122.3763,899000.0
3,2.5,1573.0,sqft,1255.0,sqft,98107,47.6701,-122.3763,1030000.0
4,3.5,3190.0,sqft,4305.0,sqft,98107,47.6701,-122.3763,2130000.0
3,2.5,1573.0,sqft,1243.0,sqft,98107,47.6701,-122.3763,1099950.0
2,1.0,711.0,sqft,5011.0,sqft,98107,47.6701,-122.3763,485000.0
3,3.0,1880.0,sqft,2200.0,sqft,98107,47.6701,-122.3763,999950.0
4,2.0,2260.0,sqft,3750.0,sqft,98107,47.6701,-122.3763,1330000.0
3,2.5,1810.0,sqft,1436.0,sqft,98107,47.6701,-122.3763,1000000.0
2,3.0,920.0,sqft,675.0,sqft,98107,47.6701,-122.3763,690000.0
4,2.0,2540.0,sqft,4700.0,sqft,98107,47.6701,-122.3763,1280000.0
3,2.0,1940.0,sqft,4850.0,sqft,98107,47.6701,-122.3763,895000.0
2,1.5,1390.0,sqft,746.0,sqft,98107,47.6701,-122.3763,759950.0
3,2.0,1449.0,sqft,939.0,sqft,98107,47.6701,-122.3763,720000.0
2,1.0,850.0,sqft,3056.0,sqft,98107,47.6701,-122.3763,813000.0
3,1.0,1220.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,750000.0
2,1.0,648.0,sqft,4997.0,sqft,98107,47.6701,-122.3763,430000.0
3,2.5,1569.0,sqft,1553.0,sqft,98107,47.6701,-122.3763,950000.0
4,2.5,2213.0,sqft,3367.0,sqft,98107,47.6701,-122.3763,1075000.0
3,2.0,1470.0,sqft,1348.0,sqft,98107,47.6701,-122.3763,933500.0
3,3.0,1880.0,sqft,2200.0,sqft,98107,47.6701,-122.3763,999950.0
2,2.0,1196.0,sqft,780.0,sqft,98107,47.6701,-122.3763,734999.0
4,3.5,2900.0,sqft,5040.0,sqft,98107,47.6701,-122.3763,1600000.0
3,1.5,1350.0,sqft,1193.0,sqft,98107,47.6701,-122.3763,750000.0
2,1.5,901.0,sqft,4800.0,sqft,98107,47.6701,-122.3763,599000.0
3,1.5,2300.0,sqft,4100.0,sqft,98107,47.6701,-122.3763,1125000.0
3,2.5,1550.0,sqft,1391.0,sqft,98107,47.6701,-122.3763,825000.0
2,1.5,805.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,500000.0
1,1.0,1100.0,sqft,747.0,sqft,98107,47.6701,-122.3763,745000.0
3,2.5,1386.0,sqft,1065.0,sqft,98107,47.6701,-122.3763,999950.0
3,2.5,1810.0,sqft,1436.0,sqft,98107,47.6701,-122.3763,1000000.0
1,1.0,627.0,sqft,1.06,acre,98107,47.6701,-122.3763,429000.0
2,2.5,950.0,sqft,1500.0,sqft,98107,47.6701,-122.3763,675000.0
4,3.0,1400.0,sqft,5000.0,sqft,98107,47.6701,-122.3763,1000000.0
2,2.0,1546.0,sqft,1368.0,sqft,98108,47.5413,-122.3129,669000.0
4,3.0,2340.0,sqft,5023.0,sqft,98108,47.5413,-122.3129,780000.0
3,4.5,1460.0,sqft,1231.0,sqft,98108,47.5413,-122.3129,700000.0
3,2.5,2090.0,sqft,5000.0,sqft,98108,47.5413,-122.3129,820000.0
4,3.5,2600.0,sqft,4101.0,sqft,98108,47.5413,-122.3129,1060000.0
2,1.0,1060.0,sqft,5666.0,sqft,98108,47.5413,-122.3129,875000.0
4,2.5,2320.0,sqft,9500.0,sqft,98108,47.5413,-122.3129,1001000.0
3,2.5,1690.0,sqft,1733.0,sqft,98108,47.5413,-122.3129,760000.0
1,1.0,1270.0,sqft,5640.0,sqft,98108,47.5413,-122.3129,915000.0
4,2.5,1850.0,sqft,2856.0,sqft,98108,47.5413,-122.3129,945000.0
2,2.0,1503.0,sqft,6250.0,sqft,98108,47.5413,-122.3129,729000.0
5,4.0,3030.0,sqft,5200.0,sqft,98108,47.5413,-122.3129,1250000.0
4,3.5,2840.0,sqft,4000.0,sqft,98108,47.5413,-122.3129,925000.0
3,2.0,2110.0,sqft,4000.0,sqft,98108,47.5413,-122.3129,815000.0
3,2.5,1520.0,sqft,741.0,sqft,98108,47.5413,-122.3129,565000.0
6,3.5,2430.0,sqft,5580.0,sqft,98108,47.5413,-122.3129,870000.0
2,1.0,2380.0,sqft,6061.0,sqft,98108,47.5413,-122.3129,640000.0
3,2.0,2080.0,sqft,6769.0,sqft,98108,47.5413,-122.3129,800000.0
3,3.0,2080.0,sqft,2486.0,sqft,98108,47.5413,-122.3129,762000.0
1,1.0,460.0,sqft,8094.0,sqft,98108,47.5413,-122.3129,1250000.0
2,1.0,990.0,sqft,4800.0,sqft,98108,47.5413,-122.3129,455000.0
3,2.5,1520.0,sqft,2814.0,sqft,98108,47.5413,-122.3129,818000.0
3,1.5,1590.0,sqft,3797.0,sqft,98108,47.5413,-122.3129,700000.0
2,2.0,1760.0,sqft,6150.0,sqft,98108,47.5413,-122.3129,750000.0
5,2.0,2100.0,sqft,6000.0,sqft,98108,47.5413,-122.3129,599950.0
3,2.0,1094.0,sqft,2332.0,sqft,98108,47.5413,-122.3129,649995.0
6,4.0,2310.0,sqft,5012.0,sqft,98108,47.5413,-122.3129,849000.0
2,1.0,860.0,sqft,4800.0,sqft,98108,47.5413,-122.3129,565000.0
2,1.0,840.0,sqft,4000.0,sqft,98108,47.5413,-122.3129,489000.0
3,2.5,1420.0,sqft,2929.0,sqft,98108,47.5413,-122.3129,750000.0
4,5.0,2240.0,sqft,5624.0,sqft,98108,47.5413,-122.3129,965000.0
4,3.5,2661.0,sqft,4081.0,sqft,98108,47.5413,-122.3129,1165000.0
2,2.0,1524.0,sqft,6250.0,sqft,98108,47.5413,-122.3129,710000.0
3,1.5,2170.0,sqft,3000.0,sqft,98109,47.6339,-122.3476,1250000.0
3,2.0,1606.0,sqft,900.0,sqft,98109,47.6339,-122.3476,1450000.0
5,3.0,2610.0,sqft,2550.0,sqft,98109,47.6339,-122.3476,1795000.0
5,3.0,2580.0,sqft,4462.0,sqft,98109,47.6339,-122.3476,1500000.0
5,3.5,4180.0,sqft,4080.0,sqft,98109,47.6339,-122.3476,3000000.0
1,1.0,717.0,sqft,0.27,acre,98109,47.6339,-122.3476,425000.0
3,2.5,2793.0,sqft,1734.0,sqft,98109,47.6339,-122.3476,1732000.0
2,2.0,1228.0,sqft,900.0,sqft,98109,47.6339,-122.3476,900000.0
3,3.0,2247.0,sqft,866.0,sqft,98109,47.6339,-122.3476,1725000.0
3,1.0,1300.0,sqft,3520.0,sqft,98109,47.6339,-122.3476,1000000.0
3,2.0,1939.0,sqft,0.31,acre,98109,47.6339,-122.3476,1070000.0
4,2.0,1450.0,sqft,1000.0,sqft,98109,47.6339,-122.3476,1185000.0
3,4.0,2220.0,sqft,974.0,sqft,98109,47.6339,-122.3476,1650000.0
3,3.5,1621.0,sqft,987.0,sqft,98109,47.6339,-122.3476,1085000.0
1,1.0,515.0,sqft,1.31,acre,98109,47.6339,-122.3476,387000.0
1,1.0,617.0,sqft,0.49,acre,98109,47.6339,-122.3476,480000.0
3,2.5,2910.0,sqft,5200.0,sqft,98109,47.6339,-122.3476,1975000.0
3,3.0,2546.0,sqft,3600.0,sqft,98109,47.6339,-122.3476,1810000.0
2,2.0,1391.0,sqft,0.34,acre,98109,47.6339,-122.3476,860000.0
5,3.5,3400.0,sqft,4560.0,sqft,98109,47.6339,-122.3476,3340000.0
4,3.5,3590.0,sqft,4000.0,sqft,98109,47.6339,-122.3476,2900000.0
2,1.0,1660.0,sqft,4800.0,sqft,98109,47.6339,-122.3476,850000.0
1,1.0,582.0,sqft,0.5,acre,98109,47.6339,-122.3476,360000.0
4,2.5,2400.0,sqft,3200.0,sqft,98109,47.6339,-122.3476,1595000.0
5,3.0,3450.0,sqft,3920.0,sqft,98109,47.6339,-122.3476,1981000.0
3,2.5,1220.0,sqft,1095.0,sqft,98109,47.6339,-122.3476,900000.0
3,3.0,1790.0,sqft,7080.0,sqft,98109,47.6339,-122.3476,1325000.0
3,2.0,2050.0,sqft,5000.0,sqft,98109,47.6339,-122.3476,1265000.0
1,1.0,480.0,sqft,560.0,sqft,98109,47.6339,-122.3476,275000.0
2,2.0,1106.0,sqft,0.29,acre,98109,47.6339,-122.3476,1470000.0
1,1.0,614.0,sqft,0.37,acre,98109,47.6339,-122.3476,369950.0
2,2.0,1174.0,sqft,800.0,sqft,98109,47.6339,-122.3476,779000.0
3,4.5,2140.0,sqft,3314.0,sqft,98109,47.6339,-122.3476,1835000.0
1,1.0,574.0,sqft,1.17,acre,98109,47.6339,-122.3476,280000.0
1,1.0,630.0,sqft,0.4,acre,98109,47.6339,-122.3476,439900.0
3,2.5,2734.0,sqft,4000.0,sqft,98109,47.6339,-122.3476,1605200.0
3,4.5,1760.0,sqft,1008.0,sqft,98109,47.6339,-122.3476,1440000.0
5,3.5,3880.0,sqft,6000.0,sqft,98112,47.6301,-122.2972,2975000.0
2,2.0,1006.0,sqft,3.32,acre,98112,47.6301,-122.2972,650000.0
5,3.5,3340.0,sqft,3600.0,sqft,98112,47.6301,-122.2972,2500000.0
4,3.5,2980.0,sqft,4800.0,sqft,98112,47.6301,-122.2972,2400000.0
2,2.0,1146.0,sqft,800.0,sqft,98112,47.6301,-122.2972,845000.0
4,4.5,3610.0,sqft,4500.0,sqft,98112,47.6301,-122.2972,2800000.0
5,2.5,4639.0,sqft,8036.0,sqft,98112,47.6301,-122.2972,3350000.0
4,2.0,2570.0,sqft,3440.0,sqft,98112,47.6301,-122.2972,850000.0
4,3.5,2780.0,sqft,4000.0,sqft,98112,47.6301,-122.2972,950000.0
4,3.5,4194.0,sqft,5400.0,sqft,98112,47.6301,-122.2972,3500000.0
3,3.0,4010.0,sqft,8207.0,sqft,98112,47.6301,-122.2972,3050000.0
2,1.0,1000.0,sqft,4400.0,sqft,98112,47.6301,-122.2972,750000.0
1,1.0,865.0,sqft,1.26,acre,98112,47.6301,-122.2972,712500.0
2,1.0,980.0,sqft,3200.0,sqft,98112,47.6301,-122.2972,800000.0
3,1.0,1120.0,sqft,4000.0,sqft,98112,47.6301,-122.2972,985000.0
4,3.0,2320.0,sqft,4640.0,sqft,98112,47.6301,-122.2972,1472500.0
2,2.5,1048.0,sqft,834.0,sqft,98112,47.6301,-122.2972,899000.0
3,3.0,2560.0,sqft,2500.0,sqft,98112,47.6301,-122.2972,1300000.0
3,2.5,1620.0,sqft,1377.0,sqft,98112,47.6301,-122.2972,935000.0
3,2.5,1360.0,sqft,916.0,sqft,98112,47.6301,-122.2972,805000.0
3,2.0,1111.0,sqft,719.0,sqft,98112,47.6301,-122.2972,849000.0
5,3.5,3160.0,sqft,6200.0,sqft,98112,47.6301,-122.2972,2300000.0
2,2.0,1889.0,sqft,9601.0,sqft,98112,47.6301,-122.2972,2750000.0
2,1.0,886.0,sqft,8863.0,sqft,98112,47.6301,-122.2972,620000.0
3,2.0,1900.0,sqft,4000.0,sqft,98112,47.6301,-122.2972,1766000.0
3,1.5,2440.0,sqft,4000.0,sqft,98112,47.6301,-122.2972,1400000.0
3,1.5,2000.0,sqft,4800.0,sqft,98112,47.6301,-122.2972,1400000.0
4,2.5,2750.0,sqft,5589.0,sqft,98112,47.6301,-122.2972,1680000.0
3,7.0,2190.0,sqft,5504.0,sqft,98112,47.6301,-122.2972,1868000.0
4,3.5,4990.0,sqft,0.25,acre,98112,47.6301,-122.2972,4815000.0
3,2.0,1370.0,sqft,0.5,acre,98112,47.6301,-122.2972,910000.0
4,1.5,3030.0,sqft,5400.0,sqft,98112,47.6301,-122.2972,1500000.0
2,2.0,1410.0,sqft,0.25,acre,98112,47.6301,-122.2972,880000.0
5,3.0,2900.0,sqft,3600.0,sqft,98112,47.6301,-122.2972,1450000.0
6,7.0,4641.0,sqft,5000.0,sqft,98112,47.6301,-122.2972,1850000.0
3,3.5,2188.0,sqft,4920.0,sqft,98112,47.6301,-122.2972,1700000.0
2,2.0,1170.0,sqft,0.42,acre,98112,47.6301,-122.2972,655000.0
4,4.0,3463.0,sqft,4304.0,sqft,98112,47.6301,-122.2972,2050000.0
3,2.5,3100.0,sqft,4120.0,sqft,98112,47.6301,-122.2972,2610000.0
2,2.0,1280.0,sqft,3000.0,sqft,98112,47.6301,-122.2972,776000.0
2,1.5,1550.0,sqft,7154.0,sqft,98112,47.6301,-122.2972,1550000.0
4,3.5,3240.0,sqft,4680.0,sqft,98112,47.6301,-122.2972,1995000.0
4,2.5,3400.0,sqft,6000.0,sqft,98112,47.6301,-122.2972,2100000.0
3,3.5,3105.0,sqft,2557.0,sqft,98112,47.6301,-122.2972,2250000.0
3,2.0,3190.0,sqft,4380.0,sqft,98112,47.6301,-122.2972,2700000.0
2,2.5,1701.0,sqft,1827.0,sqft,98112,47.6301,-122.2972,1354000.0
15,6.0,11010.0,sqft,0.33,acre,98112,47.6301,-122.2972,3700000.0
4,2.0,2040.0,sqft,4178.0,sqft,98112,47.6301,-122.2972,1175000.0
5,4.5,2840.0,sqft,3200.0,sqft,98112,47.6301,-122.2972,500000.0
4,3.5,5690.0,sqft,7469.0,sqft,98112,47.6301,-122.2972,3630000.0
3,2.0,1660.0,sqft,6120.0,sqft,98115,47.6849,-122.2968,795000.0
3,2.0,2160.0,sqft,4590.0,sqft,98115,47.6849,-122.2968,825000.0
4,2.0,2510.0,sqft,5460.0,sqft,98115,47.6849,-122.2968,1025000.0
4,3.0,2230.0,sqft,6700.0,sqft,98115,47.6849,-122.2968,1150000.0
3,1.0,1460.0,sqft,5856.0,sqft,98115,47.6849,-122.2968,880000.0
4,2.0,2060.0,sqft,5080.0,sqft,98115,47.6849,-122.2968,812500.0
2,2.0,1391.0,sqft,1049.0,sqft,98115,47.6849,-122.2968,672500.0
4,3.0,2190.0,sqft,5350.0,sqft,98115,47.6849,-122.2968,1490000.0
5,3.0,3556.0,sqft,6120.0,sqft,98115,47.6849,-122.2968,2250000.0
3,2.0,2140.0,sqft,7200.0,sqft,98115,47.6849,-122.2968,918000.0
3,2.0,2520.0,sqft,4000.0,sqft,98115,47.6849,-122.2968,1050000.0
4,2.0,2180.0,sqft,5100.0,sqft,98115,47.6849,-122.2968,838000.0
3,2.5,1820.0,sqft,3090.0,sqft,98115,47.6849,-122.2968,1030000.0
4,2.0,1750.0,sqft,6380.0,sqft,98115,47.6849,-122.2968,855000.0
3,3.5,2996.0,sqft,5219.0,sqft,98115,47.6849,-122.2968,2050000.0
1,1.0,696.0,sqft,4.27,acre,98115,47.6849,-122.2968,305000.0
2,2.5,1048.0,sqft,1048.0,sqft,98115,47.6849,-122.2968,760000.0
3,2.0,2000.0,sqft,5632.0,sqft,98115,47.6849,-122.2968,925000.0
4,3.0,2680.0,sqft,6402.0,sqft,98115,47.6849,-122.2968,2100000.0
3,3.0,1420.0,sqft,6037.0,sqft,98115,47.6849,-122.2968,950000.0
4,2.5,3060.0,sqft,4590.0,sqft,98115,47.6849,-122.2968,1450000.0
3,2.5,2350.0,sqft,7200.0,sqft,98115,47.6849,-122.2968,1582800.0
4,3.0,2650.0,sqft,6380.0,sqft,98115,47.6849,-122.2968,1511000.0
4,3.5,2478.0,sqft,2761.0,sqft,98115,47.6849,-122.2968,1580000.0
2,1.0,760.0,sqft,8686.0,sqft,98115,47.6849,-122.2968,775000.0
3,2.0,1740.0,sqft,8309.0,sqft,98115,47.6849,-122.2968,1070000.0
4,3.5,2000.0,sqft,1532.0,sqft,98115,47.6849,-122.2968,870000.0
4,1.5,2640.0,sqft,7440.0,sqft,98115,47.6849,-122.2968,1850000.0
3,2.0,1700.0,sqft,5346.0,sqft,98115,47.6849,-122.2968,1150000.0
3,2.0,1900.0,sqft,6093.0,sqft,98115,47.6849,-122.2968,965000.0
5,4.5,3636.0,sqft,6180.0,sqft,98115,47.6849,-122.2968,2840000.0
2,1.5,1340.0,sqft,4342.0,sqft,98115,47.6849,-122.2968,675000.0
5,3.5,3270.0,sqft,4080.0,sqft,98115,47.6849,-122.2968,2000000.0
5,5.0,3623.0,sqft,8000.0,sqft,98115,47.6849,-122.2968,1975000.0
3,2.5,1710.0,sqft,4814.0,sqft,98115,47.6849,-122.2968,1190000.0
4,3.0,2481.0,sqft,8297.0,sqft,98115,47.6849,-122.2968,999000.0
4,2.5,2180.0,sqft,6099.0,sqft,98115,47.6849,-122.2968,1275000.0
3,2.0,1790.0,sqft,4080.0,sqft,98115,47.6849,-122.2968,900000.0
3,1.5,2220.0,sqft,6270.0,sqft,98115,47.6849,-122.2968,930000.0
4,2.5,2390.0,sqft,3570.0,sqft,98115,47.6849,-122.2968,1350000.0
3,3.0,2630.0,sqft,3755.0,sqft,98115,47.6849,-122.2968,1130000.0
4,3.0,2370.0,sqft,3880.0,sqft,98115,47.6849,-122.2968,1830000.0
3,2.0,2770.0,sqft,7770.0,sqft,98115,47.6849,-122.2968,700000.0
3,1.0,2160.0,sqft,5100.0,sqft,98115,47.6849,-122.2968,920000.0
2,1.5,870.0,sqft,938.0,sqft,98115,47.6849,-122.2968,700000.0
3,2.5,2030.0,sqft,3999.0,sqft,98115,47.6849,-122.2968,1439000.0
3,2.0,2354.0,sqft,4400.0,sqft,98115,47.6849,-122.2968,938000.0
2,2.5,840.0,sqft,2891.0,sqft,98115,47.6849,-122.2968,720000.0
2,2.0,877.0,sqft,2.63,acre,98115,47.6849,-122.2968,415000.0
2,1.5,1290.0,sqft,1332.0,sqft,98115,47.6849,-122.2968,795000.0
2,2.0,1893.0,sqft,9.2,acre,98115,47.6849,-122.2968,727000.0
2,1.5,1580.0,sqft,6120.0,sqft,98115,47.6849,-122.2968,1300000.0
3,2.0,2029.0,sqft,9.2,acre,98115,47.6849,-122.2968,685000.0
4,3.0,2360.0,sqft,7200.0,sqft,98115,47.6849,-122.2968,1360000.0
3,3.5,1352.0,sqft,1680.0,sqft,98115,47.6849,-122.2968,886000.0
2,2.0,1400.0,sqft,3060.0,sqft,98115,47.6849,-122.2968,530000.0
2,1.5,1370.0,sqft,938.0,sqft,98115,47.6849,-122.2968,700000.0
5,4.0,2734.0,sqft,3774.0,sqft,98115,47.6849,-122.2968,1300000.0
3,2.0,2320.0,sqft,4000.0,sqft,98115,47.6849,-122.2968,880000.0
4,2.5,3105.0,sqft,7875.0,sqft,98115,47.6849,-122.2968,1040000.0
2,2.0,1554.0,sqft,9.2,acre,98115,47.6849,-122.2968,660000.0
4,3.5,2720.0,sqft,7598.0,sqft,98115,47.6849,-122.2968,1395000.0
3,2.0,2209.0,sqft,2734.0,sqft,98115,47.6849,-122.2968,715000.0
3,3.0,1687.0,sqft,1.0,acre,98115,47.6849,-122.2968,1035000.0
3,2.0,2980.0,sqft,5800.0,sqft,98115,47.6849,-122.2968,1415000.0
4,2.0,2630.0,sqft,8750.0,sqft,98115,47.6849,-122.2968,1350000.0
4,2.0,2360.0,sqft,6120.0,sqft,98115,47.6849,-122.2968,950000.0
2,2.0,1227.0,sqft,1393.0,sqft,98115,47.6849,-122.2968,715000.0
4,3.0,2560.0,sqft,9956.0,sqft,98115,47.6849,-122.2968,890000.0
4,4.0,2030.0,sqft,5400.0,sqft,98115,47.6849,-122.2968,1349000.0
2,2.5,1086.0,sqft,2068.0,sqft,98115,47.6849,-122.2968,884950.0
6,5.5,4299.0,sqft,6867.0,sqft,98115,47.6849,-122.2968,3300000.0
4,2.0,1488.0,sqft,3920.0,sqft,98115,47.6849,-122.2968,750000.0
4,3.0,3335.0,sqft,6000.0,sqft,98115,47.6849,-122.2968,1325000.0
2,1.0,1027.0,sqft,1.83,acre,98115,47.6849,-122.2968,300000.0
1,1.0,626.0,sqft,2.63,acre,98115,47.6849,-122.2968,275000.0
2,2.0,1149.0,sqft,564.0,sqft,98115,47.6849,-122.2968,730000.0
3,2.0,1676.0,sqft,4828.0,sqft,98115,47.6849,-122.2968,840000.0
5,2.0,3210.0,sqft,7578.0,sqft,98115,47.6849,-122.2968,688000.0
4,3.0,2470.0,sqft,0.29,acre,98115,47.6849,-122.2968,1180000.0
4,3.5,2336.0,sqft,2392.0,sqft,98115,47.6849,-122.2968,975000.0
4,3.0,2740.0,sqft,5616.0,sqft,98115,47.6849,-122.2968,1220000.0
2,2.0,1469.0,sqft,1762.0,sqft,98115,47.6849,-122.2968,900000.0
4,3.0,2311.0,sqft,6048.0,sqft,98115,47.6849,-122.2968,1211000.0
3,1.5,2460.0,sqft,0.35,acre,98115,47.6849,-122.2968,1150000.0
2,2.5,1490.0,sqft,7547.0,sqft,98115,47.6849,-122.2968,855000.0
4,3.5,3490.0,sqft,0.27,acre,98115,47.6849,-122.2968,1480000.0
4,2.0,2660.0,sqft,5243.0,sqft,98115,47.6849,-122.2968,1357000.0
4,2.0,2320.0,sqft,6960.0,sqft,98115,47.6849,-122.2968,1150000.0
4,3.0,2110.0,sqft,7680.0,sqft,98115,47.6849,-122.2968,1180000.0
2,2.0,1761.0,sqft,9.2,acre,98115,47.6849,-122.2968,665000.0
4,3.0,2466.0,sqft,6030.0,sqft,98115,47.6849,-122.2968,1299000.0
2,2.0,1015.0,sqft,2.02,acre,98115,47.6849,-122.2968,500000.0
3,2.0,1440.0,sqft,6120.0,sqft,98115,47.6849,-122.2968,935000.0
4,2.0,1760.0,sqft,4700.0,sqft,98115,47.6849,-122.2968,999950.0
3,1.5,1730.0,sqft,5000.0,sqft,98115,47.6849,-122.2968,870000.0
3,2.0,1960.0,sqft,6138.0,sqft,98115,47.6849,-122.2968,900000.0
4,4.0,2300.0,sqft,5700.0,sqft,98115,47.6849,-122.2968,1210000.0
3,2.5,1380.0,sqft,1550.0,sqft,98115,47.6849,-122.2968,613000.0
2,2.5,1124.0,sqft,1354.0,sqft,98115,47.6849,-122.2968,799950.0
4,2.5,2890.0,sqft,3060.0,sqft,98115,47.6849,-122.2968,1650000.0
2,2.0,1015.0,sqft,2.02,acre,98115,47.6849,-122.2968,468000.0
4,3.0,3030.0,sqft,6960.0,sqft,98115,47.6849,-122.2968,1119000.0
3,1.0,1450.0,sqft,7200.0,sqft,98115,47.6849,-122.2968,1125000.0
4,2.0,2010.0,sqft,4275.0,sqft,98115,47.6849,-122.2968,1100000.0
3,3.5,1450.0,sqft,1020.0,sqft,98115,47.6849,-122.2968,835000.0
3,4.0,2360.0,sqft,5080.0,sqft,98115,47.6849,-122.2968,1325000.0
3,3.5,2106.0,sqft,1785.0,sqft,98115,47.6849,-122.2968,1266000.0
2,1.0,1460.0,sqft,5700.0,sqft,98115,47.6849,-122.2968,400000.0
2,2.5,867.0,sqft,1753.0,sqft,98115,47.6849,-122.2968,679000.0
4,2.0,2370.0,sqft,5000.0,sqft,98115,47.6849,-122.2968,1350000.0
2,1.0,770.0,sqft,5569.0,sqft,98115,47.6849,-122.2968,640000.0
5,6.5,6240.0,sqft,6750.0,sqft,98115,47.6849,-122.2968,3122000.0
2,1.5,1810.0,sqft,6827.0,sqft,98115,47.6849,-122.2968,925000.0
2,2.0,940.0,sqft,585.0,sqft,98115,47.6849,-122.2968,579000.0
2,2.0,1101.0,sqft,1608.0,sqft,98115,47.6849,-122.2968,780000.0
4,1.0,1600.0,sqft,0.27,acre,98115,47.6849,-122.2968,652000.0
5,3.5,3410.0,sqft,5000.0,sqft,98115,47.6849,-122.2968,1725000.0
4,2.5,2550.0,sqft,5000.0,sqft,98115,47.6849,-122.2968,1560000.0
4,3.0,2250.0,sqft,5250.0,sqft,98115,47.6849,-122.2968,1150000.0
1,1.0,699.0,sqft,4.27,acre,98115,47.6849,-122.2968,335000.0
5,8.5,3110.0,sqft,4455.0,sqft,98115,47.6849,-122.2968,1606500.0
2,2.0,1147.0,sqft,564.0,sqft,98115,47.6849,-122.2968,749950.0
2,2.0,1560.0,sqft,6750.0,sqft,98115,47.6849,-122.2968,980000.0
