beds,baths,size,size_units,lot_size,lot_size_units,zip_code,price,lat,lon
2,3.5,990,sqft,37461.6,sqft,98178,405000,47.4924,-122.2359
3,3.0,3120,sqft,5996.0,sqft,98199,1350000,47.6488,-122.3964
3,2.0,2260,sqft,6000.0,sqft,98199,1300000,47.6488,-122.3964
2,1.0,650,sqft,3780.0,sqft,98103,708888,47.6733,-122.3426
3,3.5,1540,sqft,2322.0,sqft,98126,699950,47.5444,-122.3735
3,3.5,1980,sqft,1659.0,sqft,98144,1055000,47.5846,-122.3005
3,1.0,2160,sqft,5100.0,sqft,98115,920000,47.6849,-122.2968
4,2.5,3080,sqft,13068.0,sqft,98117,1650000,47.6873,-122.3772
2,3.0,1740,sqft,4148.0,sqft,98105,1395000,47.6633,-122.3022
3,2.0,1900,sqft,4000.0,sqft,98112,1766000,47.6301,-122.2972
9,5.0,3940,sqft,5303.0,sqft,98133,1089000,47.7377,-122.3431
4,1.5,1920,sqft,10454.4,sqft,98125,850000,47.717,-122.3015
3,2.5,1610,sqft,1690.0,sqft,98107,895000,47.6701,-122.3763
6,4.0,2960,sqft,3796.0,sqft,98199,1050000,47.6488,-122.3964
4,2.0,1810,sqft,5100.0,sqft,98117,945000,47.6873,-122.3772
2,2.0,1893,sqft,400751.99999999994,sqft,98115,727000,47.6849,-122.2968
3,2.0,1096,sqft,43560.0,sqft,98117,875000,47.6873,-122.3772
3,4.5,3760,sqft,7000.0,sqft,98199,1570000,47.6488,-122.3964
4,2.5,2720,sqft,8000.0,sqft,98136,1315000,47.5398,-122.3878
2,2.0,1510,sqft,7200.0,sqft,98105,915000,47.6633,-122.3022
2,2.0,1350,sqft,815.0,sqft,98119,1035000,47.6379,-122.3643
4,3.5,2980,sqft,4800.0,sqft,98112,2400000,47.6301,-122.2972
5,2.0,2260,sqft,3848.0,sqft,98117,865000,47.6873,-122.3772
3,2.0,1990,sqft,8710.0,sqft,98146,730000,47.4995,-122.3603
2,1.5,1555,sqft,41817.6,sqft,98122,677500,47.6116,-122.3056
3,2.0,2350,sqft,4400.0,sqft,98122,1140000,47.6116,-122.3056
2,1.0,1440,sqft,6090.0,sqft,98125,699950,47.717,-122.3015
1,1.0,627,sqft,46173.600000000006,sqft,98107,429000,47.6701,-122.3763
2,1.0,770,sqft,5896.0,sqft,98126,560000,47.5444,-122.3735
3,2.5,1570,sqft,1342.0,sqft,98103,700000,47.6733,-122.3426
3,3.0,2650,sqft,8612.0,sqft,98105,1600000,47.6633,-122.3022
2,1.5,1070,sqft,1726.0,sqft,98103,850000,47.6733,-122.3426
3,0.5,1941,sqft,3726.0,sqft,98103,892700,47.6733,-122.3426
3,2.5,2030,sqft,3999.0,sqft,98115,1439000,47.6849,-122.2968
2,1.0,1620,sqft,16988.4,sqft,98178,619000,47.4924,-122.2359
2,2.5,1400,sqft,1112.0,sqft,98103,850000,47.6733,-122.3426
3,2.0,2354,sqft,4400.0,sqft,98115,938000,47.6849,-122.2968
3,1.0,1340,sqft,7669.0,sqft,98177,785000,22.7912,-102.632
2,1.0,903,sqft,176853.59999999998,sqft,98146,363500,47.4995,-122.3603
3,1.5,1220,sqft,6350.0,sqft,98103,599000,47.6733,-122.3426
2,1.0,1250,sqft,4500.0,sqft,98118,500000,47.5412,-122.275
2,2.0,1040,sqft,6800.0,sqft,98133,625000,47.7377,-122.3431
2,1.0,1660,sqft,4800.0,sqft,98109,850000,47.6339,-122.3476
2,1.5,805,sqft,5000.0,sqft,98107,500000,47.6701,-122.3763
3,1.0,1060,sqft,4000.0,sqft,98117,1125000,47.6873,-122.3772
5,3.5,3160,sqft,6200.0,sqft,98112,2300000,47.6301,-122.2972
3,3.0,1120,sqft,4800.0,sqft,98168,525000,47.4889,-122.3012
4,2.5,1881,sqft,1881.0,sqft,98133,870000,47.7377,-122.3431
5,2.5,3460,sqft,7464.0,sqft,98144,2425000,47.5846,-122.3005
1,1.0,376,sqft,10018.800000000001,sqft,98199,1000000,47.6488,-122.3964
2,2.0,880,sqft,10018.800000000001,sqft,98126,680000,47.5444,-122.3735
3,2.0,1340,sqft,2211.0,sqft,98103,925000,47.6733,-122.3426
4,2.5,2560,sqft,6582.0,sqft,98116,1712000,47.5746,-122.3934
4,2.0,2178,sqft,6800.0,sqft,98133,880000,47.7377,-122.3431
4,3.5,3220,sqft,6250.0,sqft,98199,2195000,47.6488,-122.3964
3,3.0,2070,sqft,4227.0,sqft,98136,730000,47.5398,-122.3878
3,2.5,2131,sqft,1036.0,sqft,98119,1520000,47.6379,-122.3643
2,3.0,970,sqft,593.0,sqft,98102,769900,47.6302,-122.321
6,3.5,2430,sqft,5580.0,sqft,98108,870000,47.5413,-122.3129
3,2.5,1395,sqft,1418.0,sqft,98116,725000,47.5746,-122.3934
3,2.5,1810,sqft,6925.0,sqft,98125,922000,47.717,-122.3015
1,1.0,717,sqft,11761.2,sqft,98109,425000,47.6339,-122.3476
5,3.0,2170,sqft,7500.0,sqft,98178,775000,47.4924,-122.2359
4,3.0,3120,sqft,9750.0,sqft,98144,1670000,47.5846,-122.3005
3,2.0,1870,sqft,4000.0,sqft,98136,849000,47.5398,-122.3878
4,3.5,2285,sqft,1792.0,sqft,98116,1500000,47.5746,-122.3934
3,2.5,2783,sqft,7206.0,sqft,98199,1640000,47.6488,-122.3964
4,2.0,2540,sqft,4700.0,sqft,98107,1280000,47.6701,-122.3763
2,1.0,1010,sqft,14810.400000000001,sqft,98125,870000,47.717,-122.3015
3,2.5,1420,sqft,1873.0,sqft,98103,890000,47.6733,-122.3426
3,1.0,1410,sqft,7080.0,sqft,98118,475000,47.5412,-122.275
3,2.0,2320,sqft,4000.0,sqft,98115,880000,47.6849,-122.2968
3,2.0,1719,sqft,1056.0,sqft,98103,1160000,47.6733,-122.3426
4,2.0,2037,sqft,3326.0,sqft,98119,1247500,47.6379,-122.3643
2,1.5,1370,sqft,938.0,sqft,98115,700000,47.6849,-122.2968
2,1.0,1480,sqft,6734.0,sqft,98117,905000,47.6873,-122.3772
5,4.5,3636,sqft,6180.0,sqft,98115,2840000,47.6849,-122.2968
3,1.5,1780,sqft,4800.0,sqft,98126,650000,47.5444,-122.3735
3,2.0,1094,sqft,2332.0,sqft,98108,649995,47.5413,-122.3129
1,1.0,830,sqft,5100.0,sqft,98103,695000,47.6733,-122.3426
4,3.0,2790,sqft,15245.999999999998,sqft,98133,965000,47.7377,-122.3431
4,3.5,5690,sqft,7469.0,sqft,98112,3630000,47.6301,-122.2972
3,1.0,1430,sqft,16117.199999999999,sqft,98168,499800,47.4889,-122.3012
3,2.5,1460,sqft,1850.0,sqft,98106,575000,47.5344,-122.3547
3,2.5,1386,sqft,1065.0,sqft,98107,999950,47.6701,-122.3763
5,3.0,2310,sqft,4011.0,sqft,98106,780000,47.5344,-122.3547
2,1.5,1340,sqft,4342.0,sqft,98115,675000,47.6849,-122.2968
2,4.0,1291,sqft,1361.0,sqft,98116,800500,47.5746,-122.3934
3,2.5,2320,sqft,4400.0,sqft,98116,949000,47.5746,-122.3934
3,2.5,2150,sqft,13939.2,sqft,98116,1360000,47.5746,-122.3934
3,2.0,1425,sqft,759.0,sqft,98117,750000,47.6873,-122.3772
3,2.5,1810,sqft,1436.0,sqft,98107,1000000,47.6701,-122.3763
2,1.0,1280,sqft,2690.0,sqft,98118,859000,47.5412,-122.275
3,3.0,1480,sqft,9127.0,sqft,98117,729000,47.6873,-122.3772
3,3.0,2110,sqft,7324.0,sqft,98177,1270000,22.7912,-102.632
3,2.5,1569,sqft,1553.0,sqft,98107,950000,47.6701,-122.3763
3,3.0,2247,sqft,866.0,sqft,98109,1725000,47.6339,-122.3476
3,1.0,1220,sqft,5000.0,sqft,98107,750000,47.6701,-122.3763
2,1.0,1060,sqft,3250.0,sqft,98103,900000,47.6733,-122.3426
4,2.0,1920,sqft,17859.6,sqft,98118,1210000,47.5412,-122.275
4,1.5,1740,sqft,9205.0,sqft,98146,649950,47.4995,-122.3603
3,1.5,2230,sqft,3500.0,sqft,98117,1075000,47.6873,-122.3772
4,2.5,2760,sqft,6001.0,sqft,98178,640000,47.4924,-122.2359
3,3.0,1660,sqft,625.0,sqft,98118,795000,47.5412,-122.275
3,2.5,1360,sqft,916.0,sqft,98112,805000,47.6301,-122.2972
4,4.5,5200,sqft,7653.0,sqft,98118,2600000,47.5412,-122.275
3,2.5,1573,sqft,1255.0,sqft,98107,1030000,47.6701,-122.3763
4,3.0,1700,sqft,7320.0,sqft,98146,649000,47.4995,-122.3603
4,3.5,2560,sqft,4080.0,sqft,98144,1325000,47.5846,-122.3005
3,2.0,1330,sqft,1539.0,sqft,98122,680000,47.6116,-122.3056
4,2.0,2180,sqft,5100.0,sqft,98115,838000,47.6849,-122.2968
3,2.0,1350,sqft,1055.0,sqft,98103,785000,47.6733,-122.3426
2,1.5,1720,sqft,1588.0,sqft,98144,725000,47.5846,-122.3005
4,3.5,3060,sqft,41817.6,sqft,98136,3931000,47.5398,-122.3878
2,2.0,954,sqft,14374.800000000001,sqft,98133,380000,47.7377,-122.3431
2,2.5,1460,sqft,1536.0,sqft,98106,599950,47.5344,-122.3547
4,3.0,1540,sqft,3060.0,sqft,98105,1108000,47.6633,-122.3022
3,1.5,2560,sqft,6150.0,sqft,98118,720000,47.5412,-122.275
2,2.5,1440,sqft,3000.0,sqft,98144,875000,47.5846,-122.3005
3,2.5,1324,sqft,2217.0,sqft,98126,649950,47.5444,-122.3735
2,2.0,1290,sqft,1192.0,sqft,98125,635000,47.717,-122.3015
1,1.0,748,sqft,11325.6,sqft,98122,499000,47.6116,-122.3056
3,2.0,1660,sqft,6120.0,sqft,98115,795000,47.6849,-122.2968
3,1.0,1964,sqft,9050.0,sqft,98168,625000,47.4889,-122.3012
3,2.0,1460,sqft,1554.0,sqft,98116,759000,47.5746,-122.3934
1,1.0,683,sqft,12632.4,sqft,98119,450500,47.6379,-122.3643
4,2.0,2060,sqft,5080.0,sqft,98115,812500,47.6849,-122.2968
4,2.0,1160,sqft,4224.0,sqft,98103,710000,47.6733,-122.3426
3,2.0,1540,sqft,1124.0,sqft,98144,680000,47.5846,-122.3005
2,1.0,1860,sqft,2526.0,sqft,98105,898000,47.6633,-122.3022
5,4.0,4490,sqft,5220.0,sqft,98122,1150000,47.6116,-122.3056
6,4.0,2310,sqft,5012.0,sqft,98108,849000,47.5413,-122.3129
3,3.5,3130,sqft,12196.800000000001,sqft,98105,2350000,47.6633,-122.3022
2,1.0,2110,sqft,8160.0,sqft,98146,376000,47.4995,-122.3603
3,1.5,1590,sqft,3797.0,sqft,98108,700000,47.5413,-122.3129
3,2.5,1280,sqft,1845.0,sqft,98105,900000,47.6633,-122.3022
2,1.0,840,sqft,8150.0,sqft,98118,495000,47.5412,-122.275
3,2.0,2020,sqft,8120.0,sqft,98125,950000,47.717,-122.3015
4,3.0,3610,sqft,8037.0,sqft,98105,2330000,47.6633,-122.3022
2,1.0,1040,sqft,6103.0,sqft,98133,350000,47.7377,-122.3431
3,2.5,1970,sqft,2109.0,sqft,98103,715000,47.6733,-122.3426
4,3.0,2190,sqft,5350.0,sqft,98115,1490000,47.6849,-122.2968
4,3.0,2120,sqft,7721.0,sqft,98126,920000,47.5444,-122.3735
2,2.0,1415,sqft,278784.0,sqft,98125,449000,47.717,-122.3015
4,3.5,1835,sqft,1750.0,sqft,98103,1299950,47.6733,-122.3426
2,4.5,1670,sqft,905.0,sqft,98107,1115000,47.6701,-122.3763
3,3.5,2570,sqft,4094.0,sqft,98105,2000000,47.6633,-122.3022
3,2.0,2060,sqft,3090.0,sqft,98118,700000,47.5412,-122.275
3,2.5,1740,sqft,1389.0,sqft,98102,1678000,47.6302,-122.321
5,3.0,2510,sqft,5130.0,sqft,98103,910000,47.6733,-122.3426
3,2.0,1516,sqft,5000.0,sqft,98116,1150000,47.5746,-122.3934
3,1.0,940,sqft,4850.0,sqft,98136,500000,47.5398,-122.3878
4,2.0,2440,sqft,4002.0,sqft,98144,1116000,47.5846,-122.3005
5,4.0,2470,sqft,5000.0,sqft,98118,1005000,47.5412,-122.275
2,2.0,1288,sqft,5365.0,sqft,98133,755000,47.7377,-122.3431
4,3.5,3240,sqft,4680.0,sqft,98112,1995000,47.6301,-122.2972
3,2.5,1550,sqft,1391.0,sqft,98107,825000,47.6701,-122.3763
4,2.0,2080,sqft,7740.0,sqft,98106,750000,47.5344,-122.3547
4,3.0,1400,sqft,5000.0,sqft,98107,1000000,47.6701,-122.3763
2,2.5,1159,sqft,5250.0,sqft,98122,885000,47.6116,-122.3056
2,1.5,901,sqft,4800.0,sqft,98107,599000,47.6701,-122.3763
4,3.0,2900,sqft,7500.0,sqft,98136,1175000,47.5398,-122.3878
4,2.5,2052,sqft,16552.8,sqft,98178,865000,47.4924,-122.2359
2,2.0,2353,sqft,8750.0,sqft,98116,1160000,47.5746,-122.3934
5,2.0,2640,sqft,2950.0,sqft,98122,1000000,47.6116,-122.3056
2,1.0,1090,sqft,4500.0,sqft,98118,580000,47.5412,-122.275
5,2.5,3960,sqft,7680.0,sqft,98199,1850000,47.6488,-122.3964
4,1.5,3030,sqft,5400.0,sqft,98112,1500000,47.6301,-122.2972
4,2.5,3080,sqft,9300.0,sqft,98168,650000,47.4889,-122.3012
2,1.5,1276,sqft,23522.4,sqft,98103,885000,47.6733,-122.3426
3,1.0,910,sqft,7242.0,sqft,98168,480000,47.4889,-122.3012
5,3.5,4180,sqft,4080.0,sqft,98109,3000000,47.6339,-122.3476
5,1.5,2830,sqft,4000.0,sqft,98118,766000,47.5412,-122.275
2,1.0,970,sqft,5130.0,sqft,98116,600000,47.5746,-122.3934
3,2.0,1576,sqft,1238.0,sqft,98122,974999,47.6116,-122.3056
3,2.0,1080,sqft,5750.0,sqft,98116,875000,47.5746,-122.3934
2,5.5,2659,sqft,22651.2,sqft,98102,6250000,47.6302,-122.321
5,5.0,3623,sqft,8000.0,sqft,98115,1975000,47.6849,-122.2968
4,3.5,2520,sqft,3821.0,sqft,98199,1765000,47.6488,-122.3964
4,3.5,2720,sqft,3024.0,sqft,98102,1750000,47.6302,-122.321
2,2.0,968,sqft,656.0,sqft,98103,715000,47.6733,-122.3426
2,3.5,2080,sqft,1412.0,sqft,98103,1495000,47.6733,-122.3426
2,2.5,1365,sqft,176418.0,sqft,98118,525000,47.5412,-122.275
2,1.0,1580,sqft,22651.2,sqft,98178,500000,47.4924,-122.2359
2,1.0,860,sqft,6678.0,sqft,98116,750000,47.5746,-122.3934
2,2.0,1038,sqft,14374.800000000001,sqft,98116,600000,47.5746,-122.3934
4,3.0,2860,sqft,4182.0,sqft,98103,1600000,47.6733,-122.3426
5,2.0,2340,sqft,5120.0,sqft,98106,613000,47.5344,-122.3547
3,2.5,1810,sqft,1436.0,sqft,98107,1000000,47.6701,-122.3763
2,1.0,2530,sqft,5000.0,sqft,98122,700000,47.6116,-122.3056
3,3.5,1820,sqft,1099.0,sqft,98122,1125000,47.6116,-122.3056
2,1.0,648,sqft,4997.0,sqft,98107,430000,47.6701,-122.3763
2,2.5,1448,sqft,23522.4,sqft,98103,1325000,47.6733,-122.3426
2,1.0,1660,sqft,12196.800000000001,sqft,98125,535000,47.717,-122.3015
5,3.0,2970,sqft,5250.0,sqft,98117,1225000,47.6873,-122.3772
5,4.0,3030,sqft,5200.0,sqft,98108,1250000,47.5413,-122.3129
3,2.0,1400,sqft,8910.0,sqft,98106,530000,47.5344,-122.3547
2,1.5,900,sqft,43560.0,sqft,98133,549755,47.7377,-122.3431
3,2.0,2740,sqft,5000.0,sqft,98144,1278500,47.5846,-122.3005
2,1.0,720,sqft,6693.0,sqft,98117,545000,47.6873,-122.3772
4,2.5,1880,sqft,3300.0,sqft,98117,1050000,47.6873,-122.3772
3,2.5,1681,sqft,172933.2,sqft,98126,650000,47.5444,-122.3735
4,2.0,3325,sqft,6000.0,sqft,98199,1650000,47.6488,-122.3964
5,3.5,4397,sqft,6800.0,sqft,98105,3400000,47.6633,-122.3022
3,1.5,1540,sqft,6300.0,sqft,98126,689000,47.5444,-122.3735
3,1.0,1530,sqft,13503.6,sqft,98146,435000,47.4995,-122.3603
2,2.0,1015,sqft,87991.2,sqft,98115,468000,47.6849,-122.2968
4,3.0,2340,sqft,5023.0,sqft,98108,780000,47.5413,-122.3129
3,3.0,1880,sqft,2200.0,sqft,98107,999950,47.6701,-122.3763
2,2.0,1570,sqft,3060.0,sqft,98103,849000,47.6733,-122.3426
4,2.5,1806,sqft,5000.0,sqft,98118,745000,47.5412,-122.275
3,2.5,1346,sqft,1270.0,sqft,98107,899000,47.6701,-122.3763
3,2.0,1600,sqft,8640.0,sqft,98117,877500,47.6873,-122.3772
2,2.0,1170,sqft,18295.2,sqft,98112,655000,47.6301,-122.2972
3,2.5,1660,sqft,1681.0,sqft,98144,690000,47.5846,-122.3005
1,1.0,707,sqft,202989.6,sqft,98133,325000,47.7377,-122.3431
3,2.0,1390,sqft,6656.0,sqft,98116,899950,47.5746,-122.3934
3,2.0,2900,sqft,3800.0,sqft,98199,1305000,47.6488,-122.3964
1,1.0,704,sqft,43560.0,sqft,98144,519950,47.5846,-122.3005
3,4.0,2400,sqft,5563.0,sqft,98122,1460000,47.6116,-122.3056
3,1.0,1120,sqft,4000.0,sqft,98112,985000,47.6301,-122.2972
4,2.0,1710,sqft,3250.0,sqft,98117,1170000,47.6873,-122.3772
3,2.0,1880,sqft,1751.0,sqft,98122,955000,47.6116,-122.3056
3,3.0,1454,sqft,760.0,sqft,98122,890955,47.6116,-122.3056
14,5.0,3884,sqft,4968.0,sqft,98106,1300000,47.5344,-122.3547
3,1.5,2300,sqft,4100.0,sqft,98107,1125000,47.6701,-122.3763
4,3.0,2520,sqft,3000.0,sqft,98105,1025000,47.6633,-122.3022
4,3.0,3335,sqft,6000.0,sqft,98115,1325000,47.6849,-122.2968
3,2.5,2118,sqft,2466.0,sqft,98118,837000,47.5412,-122.275
2,1.0,910,sqft,4800.0,sqft,98117,825000,47.6873,-122.3772
4,1.0,2080,sqft,4845.0,sqft,98117,800000,47.6873,-122.3772
2,1.0,2520,sqft,5000.0,sqft,98122,810000,47.6116,-122.3056
3,2.0,1560,sqft,5056.0,sqft,98116,965000,47.5746,-122.3934
2,1.0,1130,sqft,4388.0,sqft,98199,1180000,47.6488,-122.3964
1,1.0,543,sqft,52707.6,sqft,98121,425000,47.6151,-122.3447
1,1.0,620,sqft,6090.0,sqft,98178,524950,47.4924,-122.2359
3,3.0,1720,sqft,8370.0,sqft,98177,865000,22.7912,-102.632
2,2.0,1015,sqft,87991.2,sqft,98115,500000,47.6849,-122.2968
1,1.0,530,sqft,2500.0,sqft,98118,390800,47.5412,-122.275
4,2.0,1350,sqft,5300.0,sqft,98106,700000,47.5344,-122.3547
3,2.5,1510,sqft,2656.0,sqft,98133,717500,47.7377,-122.3431
3,1.0,1730,sqft,4200.0,sqft,98103,900000,47.6733,-122.3426
2,2.0,3120,sqft,14374.800000000001,sqft,98118,1050000,47.5412,-122.275
4,2.5,2172,sqft,3431.0,sqft,98105,975000,47.6633,-122.3022
3,3.5,1410,sqft,1478.0,sqft,98117,740000,47.6873,-122.3772
2,2.0,1350,sqft,4590.0,sqft,98117,960000,47.6873,-122.3772
2,2.0,900,sqft,2041.0,sqft,98102,1650000,47.6302,-122.321
2,2.0,1174,sqft,800.0,sqft,98109,779000,47.6339,-122.3476
3,1.5,1250,sqft,11761.2,sqft,98178,552000,47.4924,-122.2359
5,3.0,3590,sqft,6900.0,sqft,98117,1700000,47.6873,-122.3772
3,2.0,1548,sqft,1139.0,sqft,98117,850000,47.6873,-122.3772
4,3.0,3030,sqft,6960.0,sqft,98115,1119000,47.6849,-122.2968
4,2.0,2245,sqft,7892.0,sqft,98178,775000,47.4924,-122.2359
4,3.5,2627,sqft,5150.0,sqft,98118,1650000,47.5412,-122.275
4,2.5,3680,sqft,7000.0,sqft,98118,1880000,47.5412,-122.275
2,1.0,2170,sqft,6985.0,sqft,98199,950000,47.6488,-122.3964
3,1.0,1600,sqft,3600.0,sqft,98119,1023000,47.6379,-122.3643
3,1.5,2120,sqft,3880.0,sqft,98105,865000,47.6633,-122.3022
3,2.5,1980,sqft,5000.0,sqft,98146,675000,47.4995,-122.3603
3,2.0,1370,sqft,3060.0,sqft,98103,1270000,47.6733,-122.3426
4,1.5,1300,sqft,4080.0,sqft,98122,975000,47.6116,-122.3056
3,2.0,1060,sqft,5290.0,sqft,98106,599000,47.5344,-122.3547
2,1.0,770,sqft,5772.0,sqft,98106,490000,47.5344,-122.3547
4,3.0,2470,sqft,12632.4,sqft,98115,1180000,47.6849,-122.2968
3,2.5,2260,sqft,4000.0,sqft,98103,1406000,47.6733,-122.3426
2,1.5,1120,sqft,966.0,sqft,98103,605000,47.6733,-122.3426
3,3.5,1936,sqft,1770.0,sqft,98122,1295000,47.6116,-122.3056
2,2.5,1560,sqft,1263.0,sqft,98117,730000,47.6873,-122.3772
2,2.0,1020,sqft,776.0,sqft,98118,605000,47.5412,-122.275
3,2.0,1100,sqft,2700.0,sqft,98122,645000,47.6116,-122.3056
3,2.0,2120,sqft,6400.0,sqft,98103,1130000,47.6733,-122.3426
2,2.5,1400,sqft,824.0,sqft,98102,1062500,47.6302,-122.321
3,2.5,1320,sqft,1396.0,sqft,98117,835000,47.6873,-122.3772
4,4.5,4790,sqft,5000.0,sqft,98144,1750000,47.5846,-122.3005
3,1.0,1070,sqft,6535.0,sqft,98168,515000,47.4889,-122.3012
2,2.5,1966,sqft,1412.0,sqft,98103,1495000,47.6733,-122.3426
2,2.0,1146,sqft,43560.0,sqft,98116,675000,47.5746,-122.3934
3,2.5,1047,sqft,680.0,sqft,98144,720000,47.5846,-122.3005
2,1.5,1760,sqft,4000.0,sqft,98144,650000,47.5846,-122.3005
2,2.0,1030,sqft,7200.0,sqft,98125,826500,47.717,-122.3015
3,2.0,1514,sqft,990.0,sqft,98107,915000,47.6701,-122.3763
3,1.5,1520,sqft,7150.0,sqft,98146,720000,47.4995,-122.3603
4,3.5,3360,sqft,6000.0,sqft,98136,1575000,47.5398,-122.3878
3,2.0,1910,sqft,7500.0,sqft,98136,725000,47.5398,-122.3878
2,2.5,1550,sqft,1131.0,sqft,98122,1051500,47.6116,-122.3056
3,3.0,1190,sqft,850.0,sqft,98144,765000,47.5846,-122.3005
4,2.0,2640,sqft,3840.0,sqft,98122,700000,47.6116,-122.3056
3,3.5,2206,sqft,1500.0,sqft,98103,1116000,47.6733,-122.3426
1,1.0,250,sqft,10890000.0,sqft,98103,159000,47.6733,-122.3426
8,4.0,3136,sqft,8636.0,sqft,98146,1005000,47.4995,-122.3603
2,2.0,1149,sqft,564.0,sqft,98115,730000,47.6849,-122.2968
1,1.0,861,sqft,9600.0,sqft,98126,405000,47.5444,-122.3735
4,2.5,2050,sqft,9555.0,sqft,98177,805000,22.7912,-102.632
3,3.5,1930,sqft,6000.0,sqft,98125,600000,47.717,-122.3015
4,3.0,3090,sqft,14810.400000000001,sqft,98168,210000,47.4889,-122.3012
3,2.0,2437,sqft,6500.0,sqft,98118,1275000,47.5412,-122.275
2,2.5,1330,sqft,856.0,sqft,98105,699950,47.6633,-122.3022
3,2.0,1680,sqft,6000.0,sqft,98136,910000,47.5398,-122.3878
2,2.0,1112,sqft,1484.0,sqft,98177,675000,22.7912,-102.632
1,1.0,626,sqft,114562.79999999999,sqft,98115,275000,47.6849,-122.2968
2,1.0,1230,sqft,5000.0,sqft,98144,326000,47.5846,-122.3005
4,2.5,2840,sqft,4480.0,sqft,98105,1200000,47.6633,-122.3022
2,1.5,1115,sqft,745.0,sqft,98107,745000,47.6701,-122.3763
4,2.0,2240,sqft,5043.0,sqft,98106,750000,47.5344,-122.3547
4,3.0,1900,sqft,2256.0,sqft,98103,1150000,47.6733,-122.3426
3,3.0,1970,sqft,8540.0,sqft,98177,1395000,22.7912,-102.632
3,2.5,1512,sqft,1041.0,sqft,98144,760000,47.5846,-122.3005
2,1.5,806,sqft,4001.0,sqft,98106,510000,47.5344,-122.3547
2,2.0,1319,sqft,794.0,sqft,98107,838000,47.6701,-122.3763
2,1.0,2300,sqft,8799.0,sqft,98168,525000,47.4889,-122.3012
2,1.5,1127,sqft,5500.0,sqft,98102,1008000,47.6302,-122.321
4,2.0,2280,sqft,8000.0,sqft,98168,640000,47.4889,-122.3012
2,2.0,1120,sqft,1168.0,sqft,98126,789500,47.5444,-122.3735
4,3.0,1960,sqft,5200.0,sqft,98136,1270000,47.5398,-122.3878
1,1.0,627,sqft,14810.400000000001,sqft,98101,335000,47.6114,-122.3305
2,2.0,1228,sqft,900.0,sqft,98109,900000,47.6339,-122.3476
3,2.0,1800,sqft,3172.0,sqft,98117,1130000,47.6873,-122.3772
4,1.0,1190,sqft,7320.0,sqft,98106,463900,47.5344,-122.3547
5,5.5,5770,sqft,8226.0,sqft,98122,5000000,47.6116,-122.3056
2,2.5,1710,sqft,962.0,sqft,98117,875000,47.6873,-122.3772
2,2.0,968,sqft,656.0,sqft,98103,700000,47.6733,-122.3426
2,1.0,790,sqft,5877.0,sqft,98178,532500,47.4924,-122.2359
1,1.0,376,sqft,10018.800000000001,sqft,98199,1000000,47.6488,-122.3964
6,5.5,4510,sqft,12196.800000000001,sqft,98178,2202718,47.4924,-122.2359
3,2.0,1300,sqft,3914.0,sqft,98199,1100000,47.6488,-122.3964
3,3.5,2106,sqft,1785.0,sqft,98115,1266000,47.6849,-122.2968
3,2.5,1573,sqft,1243.0,sqft,98107,1099950,47.6701,-122.3763
4,2.0,2870,sqft,98881.2,sqft,98168,703500,47.4889,-122.3012
4,3.5,4006,sqft,5000.0,sqft,98199,2940000,47.6488,-122.3964
2,1.0,1060,sqft,5666.0,sqft,98108,875000,47.5413,-122.3129
3,2.5,1610,sqft,1426.0,sqft,98199,840000,47.6488,-122.3964
2,3.0,1212,sqft,30491.999999999996,sqft,98136,600000,47.5398,-122.3878
4,2.5,2390,sqft,3570.0,sqft,98115,1350000,47.6849,-122.2968
2,1.0,1080,sqft,6000.0,sqft,98199,950000,47.6488,-122.3964
2,1.0,1350,sqft,6500.0,sqft,98126,850000,47.5444,-122.3735
4,3.5,2795,sqft,6400.0,sqft,98122,1740000,47.6116,-122.3056
2,1.0,970,sqft,2714.0,sqft,98103,1075000,47.6733,-122.3426
3,3.5,1820,sqft,1101.0,sqft,98122,1250000,47.6116,-122.3056
3,2.0,1770,sqft,7242.0,sqft,98168,500000,47.4889,-122.3012
6,4.0,3280,sqft,5650.0,sqft,98118,999950,47.5412,-122.275
3,1.0,1260,sqft,13939.2,sqft,98168,440000,47.4889,-122.3012
4,2.5,1939,sqft,2499.0,sqft,98107,1025000,47.6701,-122.3763
4,3.0,2200,sqft,5586.0,sqft,98118,874999,47.5412,-122.275
3,2.0,1650,sqft,5075.0,sqft,98126,750000,47.5444,-122.3735
3,2.0,1260,sqft,2640.0,sqft,98133,615000,47.7377,-122.3431
2,2.0,1020,sqft,776.0,sqft,98118,605000,47.5412,-122.275
3,2.5,1500,sqft,1235.0,sqft,98119,1023500,47.6379,-122.3643
2,1.0,1080,sqft,6000.0,sqft,98118,650000,47.5412,-122.275
4,2.5,1544,sqft,1562.0,sqft,98117,889000,47.6873,-122.3772
4,2.0,1470,sqft,4000.0,sqft,98118,460000,47.5412,-122.275
4,2.0,1680,sqft,2600.0,sqft,98107,930000,47.6701,-122.3763
4,2.0,2420,sqft,3680.0,sqft,98126,948750,47.5444,-122.3735
4,3.5,2011,sqft,2421.0,sqft,98136,1130000,47.5398,-122.3878
2,2.5,840,sqft,846.0,sqft,98144,629000,47.5846,-122.3005
1,1.0,434,sqft,6600.0,sqft,98102,345000,47.6302,-122.321
4,2.5,2730,sqft,5724.0,sqft,98146,1175000,47.4995,-122.3603
